read_id	target	strand	count	score_prefix	score_suffix	log_p	offset	ticks	mod	alignment_genome	alignment_direction	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_num_insertions	alignment_num_deletions	alignment_num_aligned	alignment_num_correct	alignment_identity	alignment_accuracy	alignment_score	alignment_coverage
3804211b-b69a-4808-9bd5-38ba3f39ba65	HTT	+	26	6.29044745439829	6.52735698938832	-4657.80055386011	5200	706	-	Targeting	+	36	3188	67	3031	54	242	2910	2833	0.97354	0.883656	4406	0.956293
3808d029-f8a2-4337-93e0-0c67881402d8	HTT	+	34	6.23613328483978	6.13959993868792	-5518.41754164345	3026	1082	-	Targeting	+	301	3182	27	2738	52	222	2659	2576	0.968785	0.878282	3881	0.963057
38095f98-85bc-40ed-8cd6-46afc0b8aaa7	HTT	+	27	6.14729411822008	7.70648054534314	-4250.1005935475	5629	587	-	Targeting	+	1	3176	28	3024	44	223	2952	2865	0.970528	0.890028	4530	0.968186
381377d5-a3e8-488e-a54b-8913f5226c0a	HTT	+	25	6.52762342591813	6.35252101258764	-4114.47103550408	5696	417	-	Targeting	+	1	3188	28	3018	35	232	2955	2886	0.97665	0.895717	4647	0.974604
38172a30-b664-42c7-8aa1-b133c073af0c	HTT	+	26	6.37663800215939	6.81017211752807	-4657.76914657909	4073	589	-	Targeting	+	200	3188	21	2868	50	191	2797	2748	0.982481	0.904542	4498	0.969161
382582fb-72c2-42c3-a964-422fee78b78d	HTT	+	17	6.56068415100905	6.917766120317	-3283.17571007339	6751	464	-	Targeting	+	1	3188	28	3058	83	240	2947	2851	0.967425	0.871865	4310	0.958686
382c7fb4-3945-4015-b8c3-1fdaf80bf89c	HTT	+	12	6.80176066586012	7.78549592391304	-3148.94498626917	4880	458	-	Targeting	+	1	3188	26	3044	38	207	2980	2903	0.974161	0.900155	4725	0.975131
38344691-312f-47c2-b6e7-179098328171	HTT	-	26	6.29329427083333	7.76490466049686	-5005.78371183541	25322	912	-	Targeting	-	7	3188	16	2995	48	250	2931	2853	0.973388	0.883555	4420	0.969567
38ebb19a-85da-4832-add1-9d304250c18d	HTT	-	24	6.43586636045903	6.04678145496492	-4820.71081248516	23792	721	-	Targeting	-	1	3083	15	2901	44	240	2842	2791	0.982055	0.892834	4539	0.970628
3948939f-b051-41b8-b67e-e21b5a351437	HTT	+	24	6.86082044860627	7.17511930919829	-3780.11745099533	5454	628	-	Targeting	+	1	3180	30	3006	53	256	2923	2796	0.956551	0.865099	4015	0.968522
39916529-42bf-4f8e-844a-d3352b38c333	HTT	+	26	7.17190556098862	7.16287780581674	-4488.46705942642	5981	781	-	Targeting	+	1	3188	27	3031	39	222	2965	2869	0.967622	0.889337	4439	0.973408
39ab89ae-66a4-426f-9ea3-3382f8397ef1	HTT	+	25	7.31205473912445	6.82210114407153	-4032.98801314334	6043	641	-	Targeting	+	6	3188	32	2983	59	290	2892	2777	0.960235	0.856834	3931	0.964965
39b94f3a-19c1-41eb-abdf-ef6d185a8e60	HTT	+	26	6.19473654804474	7.10159314818117	-4570.33957315299	5945	638	-	Targeting	+	1	3188	28	3022	37	230	2957	2907	0.983091	0.901675	4818	0.973979
3a11b8a7-4ebc-4bb5-87fa-90e59be18b55	HTT	+	28	6.00869049463973	6.38469573917137	-4700.67877602493	5629	771	-	Targeting	+	1	3188	28	3081	84	218	2969	2871	0.966992	0.877713	4358	0.959289
3ae3fc03-4274-4be8-9abc-87d7838f6b0c	HTT	-	26	6.07042635404147	6.41043970798854	-5516.62725730263	27674	921	-	Targeting	-	5	3188	30	2972	54	295	2888	2792	0.966759	0.862527	4062	0.962667
3b5c78fe-e41d-4304-b081-f487296aee3f	HTT	+	25	7.47296755946252	7.8831382793884	-3921.22559773082	5031	688	-	Targeting	+	33	3188	59	2994	53	273	2882	2782	0.965302	0.867207	4073	0.958112
3b8d7cb9-d8b7-47a4-9dc1-17106de9c705	HTT	+	24	6.82788696289063	7.62786122001845	-3794.11982062319	5177	544	-	Targeting	+	1	3188	27	3034	55	235	2952	2879	0.975271	0.888032	4563	0.968504
3bb12b3d-7a47-44e4-832c-48dd35f0bdac	HTT	+	26	7.0819867922936	6.71983397782529	-4026.23486978091	5334	547	-	Targeting	+	12	3188	36	3016	65	261	2915	2823	0.968439	0.871027	4207	0.961729
3bb2871a-4696-42e1-9dda-cce0462b7a88	HTT	+	34	6.80787879119916	6.44403564922325	-8090.66351964316	6728	1512	-	Targeting	+	1	3188	29	3134	38	120	3067	2987	0.973916	0.926202	4942	0.974269
3bb7ef4d-1f2e-475d-89b8-6f85f1eb2f18	HTT	-	27	6.07187223353399	6.19512413351416	-5436.28687759862	26694	839	-	Targeting	-	1	3188	15	3019	53	236	2951	2886	0.977974	0.890741	4582	0.972323
3bb83847-ba4a-4ce4-90b6-ab124b5219e0	HTT	-	25	6.22424531344869	6.10143790409483	-5002.25737265449	25798	698	-	Targeting	-	1	3188	13	3003	58	255	2932	2833	0.966235	0.873035	4240	0.967018
3bbc2246-2063-45b9-8839-ccddb3a660ae	HTT	+	28	7.07944806236721	6.52766381048387	-4864.52065904258	5528	855	-	Targeting	+	1	3187	27	3058	83	238	2948	2861	0.970488	0.875191	4325	0.959948
3c05c2c1-0e4e-4dda-97c9-0da40620c58b	HTT	-	24	6.50613730999353	6.62391184922245	-5462.02940791798	40257	1056	-	Targeting	-	1	3188	13	2955	51	296	2891	2807	0.970944	0.866893	4199	0.907123
3c39016b-d17b-44b3-ae44-cdc71c4cd8a7	HTT	+	27	6.82525342531635	6.49284458526729	-4652.66702196281	7415	657	-	Targeting	+	1	3188	28	3117	70	168	3019	2949	0.976813	0.905434	4785	0.963921
3c552ed5-efdd-451f-a9fa-4dbc66f40c87	HTT	+	27	6.44146004098361	6.33001921106557	-5106.97953493654	6528	625	-	Targeting	+	14	3188	38	3049	61	224	2950	2857	0.968475	0.883153	4390	0.96248
3c60afbb-89ab-4740-8c7e-8c11287208a4	HTT	+	29	6.39253519917582	6.93803756328851	-4757.96054330574	5724	738	-	Targeting	+	1	2765	28	2605	22	209	2555	2507	0.981213	0.899856	4163	0.976682
3d6639e7-ca1f-488c-88e5-a0663149ef0f	HTT	+	25	6.44689089752907	6.25006412699343	-4006.75744613584	5315	397	-	Targeting	+	1	3188	28	3052	45	208	2979	2900	0.973481	0.897277	4689	0.972576
3d7608dc-e79e-4dbc-a51d-29c833664e37	HTT	-	23	6.7954441609618	6.46575525496956	-4621.66435561503	24673	670	-	Targeting	-	8	3187	19	2995	58	261	2918	2822	0.967101	0.871795	4177	0.964947
3d7872ec-7957-4746-9837-4535edd009a6	HTT	-	25	6.05102815667859	6.50187754582485	-4942.38290547558	26122	738	-	Targeting	-	8	3188	23	3012	60	251	2929	2823	0.96381	0.871296	4192	0.96317
3dd6f03d-c690-449a-b0f9-fc98a5133f68	HTT	+	28	6.88930352095298	6.91894884054371	-4118.10977952344	5554	576	-	Targeting	+	1	3090	27	2916	33	233	2856	2796	0.978992	0.89558	4543	0.97541
3e1f46d6-1d0d-4608-9db3-1776efed1898	HTT	-	27	6.56319001097918	6.53022848242741	-4732.8900277597	24041	704	-	Targeting	-	1	3188	16	3024	72	251	2936	2858	0.973433	0.876956	4337	0.961992
3eb83501-6575-495e-aa47-c2f58b8f6c44	HTT	+	28	6.69874876725838	6.58634484696062	-4476.5681855702	5060	650	-	Targeting	+	1	3187	28	3070	71	215	2971	2896	0.974756	0.889162	4546	0.963672
3ed70782-e498-4b3b-9750-f53bd4609212	HTT	+	27	7.5199710816376	6.49063173045063	-4459.36587908526	4952	714	-	Targeting	+	1	3127	26	3056	55	151	2975	2929	0.984538	0.92078	4982	0.959987
3ee16fdb-3412-4a95-9490-3a9b6c21c808	HTT	-	27	6.48087136787281	7.38985567981597	-4806.08911368163	13936	738	-	Targeting	-	1	2208	12	2010	41	250	1957	1911	0.976495	0.850089	2739	0.959784
3ee384d1-aabe-4130-aae1-1eb93d96059d	HTT	+	27	6.07576054023872	6.26166779370012	-5492.85397885307	6850	851	-	Targeting	+	10	3188	32	3027	59	242	2936	2861	0.974455	0.883843	4418	0.966107
3f143bd0-3b6e-4ae6-ad92-05a84e15b1de	HTT	+	8	6.83769828249457	6.09736976764299	-2410.03088074621	5574	0	-	Targeting	+	3	3166	29	2985	52	259	2904	2865	0.98657	0.891135	4741	0.969292
3f2eac13-e514-453d-bae6-6cca1bfc26e8	HTT	-	27	6.63303590878485	6.51129471628289	-4914.72296853025	25804	741	-	Targeting	-	1	3188	15	3025	55	232	2955	2905	0.98308	0.896052	4726	0.967583
3f826cb0-9ada-4889-af28-4487b5803ee8	HTT	-	26	6.67524109291999	6.49084084327455	-4283.19896857917	16553	622	-	Targeting	-	9	2273	20	2128	36	192	2072	2023	0.976351	0.879565	3145	0.961039
3fa172fa-bfdc-4d39-8060-5f6a2b3e4708	HTT	+	25	6.24397922904192	7.2548469358468	-4544.01301859561	7107	720	-	Targeting	+	1	3176	28	3057	60	206	2969	2897	0.975749	0.895518	4675	0.963961
3fd258a0-a0dc-4b19-bc70-aa4e96563b9a	HTT	+	24	7.28098527383767	7.61580052042419	-3829.97798990312	5606	616	-	Targeting	+	1	3163	29	2950	38	279	2883	2770	0.960805	0.865625	4050	0.974975
3fd31ed6-d7e7-4f71-a7f7-0f5d5edebb6f	HTT	-	25	6.9936839343794	6.22518382352941	-4859.59790673853	25117	731	-	Targeting	-	12	3188	0	2994	54	236	2940	2860	0.972789	0.885449	4480	0.972866
3fecec69-6a74-4ed6-ba21-0931c752d972	HTT	-	26	6.77214159070471	6.65516329887218	-4980.78080811196	35125	693	-	Targeting	-	1	3188	14	2980	40	261	2926	2862	0.978127	0.886892	4504	0.975333
3ff04489-b67b-44b0-836c-21c029946674	HTT	+	26	7.20145844250191	7.04820257867133	-4137.22162476304	5330	552	-	Targeting	+	10	3188	34	3024	46	234	2944	2859	0.971128	0.886787	4492	0.970656
40414692-ea34-41a8-8a9d-7d5a3e594fc2	HTT	+	28	6.98639861269271	6.60837172698466	-3998.89869483754	4670	510	-	Targeting	+	1	2272	28	2120	32	211	2060	2021	0.981068	0.877551	3169	0.971698
4049067e-f5e2-4212-9039-d1b88e58245b	HTT	+	26	6.19825291895604	6.5369559591877	-4473.63940134247	5467	687	-	Targeting	+	1	3188	27	2979	41	276	2911	2832	0.972862	0.877323	4325	0.973253
40768563-891d-42aa-851e-7af817b4354b	HTT	-	33	6.18877666482997	6.57773102752142	-5564.17041977097	28541	926	-	Targeting	-	1	3188	15	3094	76	184	3003	2914	0.970363	0.893043	4512	0.9625
407b1ebd-63d4-4f85-8108-8a091b9e227c	HTT	+	26	7.94303652455906	6.76371219758065	-4445.23264585317	4901	757	-	Targeting	+	1	3182	29	3081	70	199	2982	2913	0.976861	0.896032	4656	0.961625
40a619f8-9db4-469d-885e-08ad70353e2d	HTT	+	27	6.10010525823353	7.48189597957163	-4594.67941490929	5990	711	-	Targeting	+	1	3179	28	3014	71	263	2915	2784	0.95506	0.856879	3913	0.960145
40acd192-a985-489b-b6bb-8954f135d7a3	HTT	+	28	6.11888145108528	6.1128759057971	-4978.7409734623	7680	898	-	Targeting	+	1	3188	28	3053	73	235	2952	2877	0.974594	0.882515	4478	0.963132
40dfe004-acad-4d20-9a61-64af56473242	HTT	+	30	6.327304568769	7.15291125678887	-5307.14294857886	5928	942	-	Targeting	+	1	3188	28	3026	60	249	2938	2841	0.966984	0.874961	4225	0.966447
40f072be-8efb-45b7-b30b-e29d76c5fc3b	HTT	-	3	6.22254882205562	6.48980639940239	-12014.8158605584	25078	3103	-	Targeting	-	1	3188	16	3016	37	224	2963	2903	0.97975	0.900434	4739	0.973071
410d7c37-bb3e-4cb3-bf56-44c9ff4db77f	HTT	+	25	6.35510054878567	6.82243190836941	-4247.88527486656	5693	549	-	Targeting	+	1	3164	29	3065	58	185	2978	2927	0.982874	0.908724	4925	0.934421
411f98d4-0f0c-4022-980a-2e0250a44b7b	HTT	+	28	6.51085568326948	6.3277205464834	-4441.84201956449	7620	752	-	Targeting	+	1	3188	27	3037	32	209	2978	2916	0.979181	0.905871	4858	0.976073
417fe332-99b7-4f6c-b95d-182e0afc4c77	HTT	-	24	6.4786972336938	6.05090364934299	-4364.23493112296	23377	568	-	Targeting	-	12	3188	1	2991	50	236	2940	2877	0.978571	0.891816	4575	0.973832
419bff42-af99-416b-bab4-06a2ca07ede7	HTT	+	27	6.51614775975118	7.03426445368544	-3970.6196464059	6271	583	-	Targeting	+	1	3188	28	3004	53	264	2923	2822	0.965446	0.870988	4242	0.968522
41d1ecfd-e218-4da2-8be6-888932ae8f57	HTT	-	25	6.02957883239607	6.28420156568228	-4928.92607656992	24719	883	-	Targeting	-	1	3188	12	3009	40	230	2957	2912	0.984782	0.902386	4808	0.973658
41dda860-564f-4cf1-8d55-746e028442f5	HTT	+	28	6.81779450061275	7.12018921163232	-4212.75064606576	6208	736	-	Targeting	+	1	3188	32	3075	89	233	2954	2870	0.971564	0.876068	4313	0.956916
41f7ecaa-cd4f-4290-8059-4c7efb0503bf	HTT	+	29	6.1245879659752	6.15130308434358	-5355.17462478796	6674	969	-	Targeting	+	1	3188	28	3073	60	202	2985	2925	0.9799	0.900832	4765	0.966645
42653374-d364-436d-9a74-acd7c0ac8f4e	HTT	+	28	6.07240908462389	6.42887348708711	-4433.37651082105	5916	705	-	Targeting	+	1	3188	28	3041	34	208	2979	2932	0.984223	0.910276	4930	0.975123
42678c2f-2852-423b-af8e-bd49698a79f6	HTT	+	29	6.63542863591596	6.13712124032162	-4917.84363491805	6391	814	-	Targeting	+	1	3181	28	2991	46	263	2917	2833	0.971203	0.878177	4298	0.97007
427625b0-5723-41bd-b00f-91910d2420e6	HTT	+	27	6.17019589742025	6.05795558865408	-4864.97939224931	5614	707	-	Targeting	+	2	3169	24	2974	60	277	2890	2827	0.978201	0.876046	4330	0.971429
427bd3ac-83c4-4839-8523-803c428079f5	HTT	+	27	7.58077680386179	6.81759830729167	-4368.29006890539	5084	779	-	Targeting	+	1	2852	27	2709	36	205	2646	2585	0.976946	0.895393	4213	0.976384
43416e57-9086-4205-b093-847a38027cb2	HTT	-	27	6.026040540297	6.37221611439803	-5540.61878154396	14569	870	-	Targeting	-	12	2103	0	1911	22	202	1889	1844	0.976178	0.872693	2874	0.973711
4353c2af-0a74-48fd-a671-4976e25d87ae	HTT	-	27	6.44707468420836	6.33345262751787	-5147.64130224189	24027	809	-	Targeting	-	1	3187	16	2982	48	268	2918	2826	0.968472	0.87384	4201	0.968149
43a339d3-2f84-4ddf-9123-2037f979c3b7	HTT	+	25	6.97298521914725	6.35937809234484	-4319.27759640139	6208	416	-	Targeting	+	6	3188	29	3026	66	251	2931	2846	0.971	0.876232	4320	0.964462
43ab5b21-a1f0-4965-a2e8-6913d82919b9	HTT	+	28	7.2748141001506	7.22703376538826	-4382.91865234131	4747	704	-	Targeting	+	2	3187	28	3029	64	248	2937	2861	0.974123	0.880579	4389	0.964532
43b1b820-2b96-49a9-8548-d731944d5f6a	HTT	-	25	6.1207710746285	6.32095081513439	-5112.82374064009	24856	838	-	Targeting	-	1	3188	11	3036	60	222	2965	2905	0.979764	0.894672	4689	0.968005
43c61dff-40b9-4144-9773-3f9a609943c6	HTT	-	25	6.32319332958359	7.17388054783359	-4599.61068240646	24330	735	-	Targeting	-	19	3187	6	2960	50	264	2904	2812	0.96832	0.873835	4188	0.971888
44682ac1-25f3-4c7c-a370-7e0dfdb527b4	HTT	+	25	6.872278136121	6.37367731408228	-4771.1377998531	5890	908	-	Targeting	+	1	3188	27	3064	80	230	2957	2881	0.974298	0.881849	4384	0.960065
44bb8a70-0921-4b7a-91b3-7b29642a1beb	HTT	+	27	6.1886747822226	6.93414285637474	-4230.57751662731	5822	719	-	Targeting	+	1	2847	31	2681	33	229	2617	2558	0.977455	0.888503	4108	0.969259
4526c5ea-56f3-4ec3-8a6f-0e6bc3b68a27	HTT	-	25	6.05206975379917	6.39028773043715	-5352.97797053838	26760	852	-	Targeting	-	8	3064	22	2932	50	196	2860	2789	0.975175	0.897939	4472	0.965564
4548b1cf-a32c-4ec3-af9b-7ea5e60f0701	HTT	+	26	6.62731301622105	6.20887664260221	-4339.59692229001	5453	762	-	Targeting	+	1	3188	31	3045	27	200	2987	2954	0.988952	0.919104	5135	0.977102
4596b5f0-6026-4e57-871b-8e7bd0c96369	HTT	+	28	6.26733219798018	6.97969093348546	-4917.12522673044	5603	874	-	Targeting	+	1	3188	28	3070	52	197	2990	2890	0.966555	0.892251	4551	0.968892
45a76cc9-ba77-4fd9-a22a-73d3c8033a54	HTT	-	25	6.68781318888798	6.7316311657998	-5055.5139582514	25127	679	-	Targeting	-	33	3188	41	3047	61	210	2945	2882	0.978608	0.896144	4630	0.958035
46608ed7-c2b9-4ef4-b1d9-33f0f175e9f9	HTT	+	27	7.19689609598534	7.08869020303546	-3990.13076631903	5242	574	-	Targeting	+	8	3176	35	3008	51	246	2922	2845	0.973648	0.883815	4420	0.971087
4682e003-3332-4e85-ad5d-4973bcd8a4c6	HTT	-	26	6.26354033306176	6.27840567412753	-5062.92055133709	25908	772	-	Targeting	-	1	3188	14	2980	50	271	2916	2837	0.972908	0.876429	4268	0.969415
46a1eb17-6149-4da6-a94c-7c836a2356ea	HTT	+	27	6.80232868343064	6.72327368526484	-4119.60048720234	4872	778	-	Targeting	+	1	3188	27	3004	29	239	2948	2874	0.974898	0.893657	4570	0.976482
46b20878-02b6-4184-a955-5ec85954953e	HTT	-	26	6.2717896950724	6.67147169985251	-4744.51385433275	28420	737	-	Targeting	+	1278	3182	26	1914	32	48	1856	1823	0.98222	0.941632	3170	0.582366
46c7995d-ee6a-4f3b-9c04-0dc1ad850f84	HTT	+	27	6.41241874403626	6.7930612452814	-4402.24278106087	5691	620	-	Targeting	+	1	3188	28	2976	53	292	2895	2792	0.964421	0.861728	4054	0.967257
46cb10b2-7492-4d88-8f54-6b1e31252363	HTT	+	26	6.24856801853782	6.61779909085501	-4909.63972021736	5357	806	-	Targeting	+	1	3188	33	3037	50	233	2954	2883	0.975965	0.890639	4565	0.968842
471044ab-6974-4e72-adc0-8f571d773ee5	HTT	+	26	6.77436885742852	7.04182267875966	-4483.44669022189	5729	635	-	Targeting	+	1	2661	29	2559	30	160	2500	2449	0.9796	0.910409	4101	0.976944
4714bbdf-1c60-4160-ae87-67c86b5588f6	HTT	+	27	6.60714436738836	7.12433652850324	-4319.64030842135	7721	654	-	Targeting	+	1	3188	32	3066	40	193	2994	2910	0.971944	0.901766	4694	0.971447
4739bedf-f81e-494d-a21f-ee0fcfda47b8	HTT	+	25	6.80277012854451	6.81023037136427	-4557.0346908246	5113	735	-	Targeting	+	1	3188	30	3040	39	216	2971	2880	0.969371	0.892746	4568	0.97346
474e88b7-290f-4ce1-a6b4-5c393383df00	HTT	+	28	6.58631141802444	7.77436539394404	-4433.69636000957	5689	766	-	Targeting	+	1	2862	28	2778	57	168	2693	2630	0.976606	0.901302	4259	0.968357
475c4d39-6b56-41ec-b612-573ab060d223	HTT	+	24	7.02491676555907	7.44464773614364	-3834.13494736775	6542	577	-	Targeting	+	1	3187	28	3063	65	216	2970	2884	0.971044	0.887112	4548	0.963973
476cb6f1-9f68-4434-9f66-39dadc4aad24	HTT	+	26	6.22691316922899	6.29031780573327	-4910.31935733749	5980	724	-	Targeting	+	1	3181	28	3004	70	274	2906	2806	0.965588	0.863385	4115	0.960979
47a2ae82-fd67-4fec-ba38-487aa1b41aad	HTT	+	20	6.92409583896016	6.88261992918616	-4784.00264300289	5481	713	-	Targeting	+	1	3153	31	2995	63	251	2901	2791	0.962082	0.868118	4074	0.96187
47cd1584-656c-45e1-a43b-0c3e1c9271f1	HTT	+	27	6.57667320831905	6.439086836459	-4268.45445494752	4897	542	-	Targeting	+	1	3188	25	3020	59	251	2936	2871	0.977861	0.884473	4482	0.968338
47d9d201-0cba-472a-a269-26047aa2eb36	HTT	+	27	6.39798618540158	6.71727243549599	-4229.72048889709	6156	648	-	Targeting	+	14	3188	35	3045	48	212	2962	2915	0.984132	0.904718	4882	0.967974
47e1cadc-ccee-421e-bbb8-2bb24090b35d	HTT	-	25	6.22835716154218	6.51703183341819	-4657.34170090885	24207	639	-	Targeting	-	1	3188	17	3010	75	269	2918	2823	0.967443	0.86542	4068	0.960817
4805f6ee-cce2-4446-8278-4a7d46a694bf	HTT	+	28	6.18190740832019	6.16356555810398	-5073.15994683306	6452	742	-	Targeting	+	1	3167	28	3017	53	230	2936	2869	0.97718	0.891271	4580	0.970899
480eab89-46f5-401e-aa8a-91e6f6da763e	HTT	-	25	7.12089224852616	6.75711514350135	-4703.4551763638	23674	761	-	Targeting	-	1	3187	14	2993	56	263	2923	2845	0.973315	0.877545	4362	0.968201
484c1e11-768d-41ef-95b1-eb4108fd783f	HTT	+	26	6.04494526230286	7.28203729504422	-4761.53681010035	5404	870	-	Targeting	+	1	3182	29	3035	38	213	2968	2895	0.975404	0.899348	4739	0.971522
48587fd3-7797-43bd-8bd7-8be125aed529	HTT	+	23	6.77962877428209	6.39588944284539	-3536.9952659947	6234	305	-	Targeting	+	12	3188	38	3048	46	212	2964	2906	0.980432	0.901924	4731	0.967363
4866a0a1-c8b2-4c50-8e26-bfc1245d4028	HTT	+	27	7.1481351453595	7.69231184587283	-3761.14094512908	5119	527	-	Targeting	+	3	3170	34	3005	48	244	2923	2821	0.965104	0.877449	4262	0.963415
486a06a1-41bc-46dd-bf91-3ea0a68aa07b	HTT	-	26	6.17725287953172	6.36099461850387	-4533.37736230584	23878	709	-	Targeting	-	1	3188	12	3002	44	241	2946	2884	0.978954	0.892603	4608	0.972277
49292670-ce57-479b-924c-632c3bf5bbc5	HTT	+	26	7.03523690209911	6.10741438955631	-4146.95163800093	5172	405	-	Targeting	+	1	3188	28	3075	58	198	2989	2917	0.975912	0.898921	4728	0.967627
49309436-205c-43aa-9a3b-72b5c646e13e	HTT	-	25	6.35739574420504	6.3133760618932	-5331.50999819876	24152	944	-	Targeting	-	1	3188	10	3007	73	263	2924	2831	0.968194	0.868405	4153	0.963109
498e4d3c-4d2b-42ef-aa6d-0a48d8d25ebe	HTT	+	25	6.53110909318637	7.21245775155142	-4476.37785572074	5908	766	-	Targeting	+	1	2843	25	2706	71	232	2610	2496	0.956322	0.856849	3511	0.9631
49bc1fbf-e652-40ea-80ff-a963cdc73fba	HTT	+	27	6.002968868731	7.00889957740214	-4338.61736171431	6095	744	-	Targeting	+	28	3188	52	3077	105	240	2920	2842	0.973288	0.870444	4210	0.94529
49bc9b9e-9f8a-40c4-a3bb-fa4443dce99c	HTT	+	26	6.63322921125856	7.13732263140459	-4579.07703018187	5272	800	-	Targeting	+	1	3187	25	2973	49	287	2899	2805	0.967575	0.867079	4144	0.970864
49cb6725-5032-4491-b633-e4f4c80ce6c0	HTT	+	27	6.26891976964993	7.73270100033706	-4458.88000222613	8575	613	-	Targeting	+	1	3188	27	3056	65	223	2964	2889	0.974696	0.888376	4559	0.96453
49d0ee8c-2357-4a0b-b72a-35cc46abf6b3	HTT	+	25	6.7045755589262	6.73154994419643	-4618.49268250135	6540	754	-	Targeting	+	10	3188	35	3064	59	208	2970	2890	0.973064	0.892802	4623	0.964286
49e0b33f-c7dd-4e05-b327-e5f8c9174e86	HTT	-	26	6.84344905520762	6.5734753067288	-4577.63898045354	24207	655	-	Targeting	-	14	3188	1	2957	46	264	2910	2834	0.973883	0.880124	4355	0.974874
4a05657f-8eca-4017-8534-473620d9186e	HTT	-	26	6.04300481622869	6.81840691281293	-5330.37586880169	25724	853	-	Targeting	-	12	3128	1	2998	49	168	2948	2882	0.977612	0.910585	4780	0.964975
4a33ab8c-44f2-4e3a-82b5-97ac31c03904	HTT	+	27	6.9707377446455	6.70993587958838	-3520.75146637631	4954	128	-	Targeting	+	1	3188	26	3029	51	235	2952	2869	0.971883	0.886041	4466	0.969777
4a8fe7e9-3eae-4d41-9a49-ac4fe8831bb3	HTT	+	23	6.09307563503706	6.24638774290561	-4763.40748061612	6387	686	-	Targeting	+	1	3188	29	3016	57	257	2930	2828	0.965188	0.871763	4188	0.96604
4a9c3c24-ea10-41e3-b68f-0203766e7a06	HTT	+	23	6.81362217321074	6.27823951776079	-4685.12933929203	5588	745	-	Targeting	+	10	3188	34	2969	63	306	2872	2776	0.966574	0.856526	3890	0.962789
4aa699b4-0e87-4c5e-9ed5-efd52121fe67	HTT	-	21	7.29510489214001	7.12811363418836	-4583.35908690362	23807	612	-	Targeting	-	1	3188	16	3079	65	189	2998	2923	0.974983	0.898831	4703	0.965229
4ae54ec7-9767-4f1b-86d6-ec0009f25891	HTT	-	27	6.42820642938066	6.91966521434295	-5247.98587045651	28109	804	-	Targeting	-	5	3188	15	3267	302	233	2950	2904	0.984407	0.833286	4496	0.925635
4b0716d5-6e06-4d0d-9914-e28ec7994d93	HTT	+	27	6.91071723882299	6.83343796502976	-4168.90790193924	5332	806	-	Targeting	+	12	3188	28	3001	41	244	2932	2837	0.967599	0.881878	4379	0.971504
4b09cd91-021b-40a1-91d1-0024af38894d	HTT	-	24	6.50133811185275	7.13508614166987	-4280.84269280442	27232	648	-	Targeting	-	1	3188	17	3040	69	233	2954	2881	0.975288	0.884828	4496	0.963156
4b1e0c6c-2063-4fe0-8f3d-2e0754fbcb9d	HTT	+	31	7.16233147398346	6.95021473658265	-4524.18004833711	4910	633	-	Targeting	+	1	3188	29	3062	52	206	2981	2921	0.979873	0.901822	4824	0.968801
4b41ff92-747b-42ec-b5e9-b2c8c792b128	HTT	+	26	7.06855904652628	6.26994289517937	-3620.37695757474	5369	265	-	Targeting	+	1	3188	27	3046	35	203	2984	2924	0.979893	0.907511	4886	0.975801
4b47dea4-f92d-499f-afb6-965d214f3325	HTT	-	26	6.10772213152985	6.59446614583333	-4741.46783410264	23934	766	-	Targeting	-	1	3184	11	3005	83	272	2911	2769	0.951219	0.847826	3695	0.958512
4b4dc5d9-e7a8-4b86-8d87-34532dffae37	HTT	+	26	6.97913280144197	6.58737682382404	-3989.18170931711	6670	482	-	Targeting	+	1	3188	28	3033	43	225	2962	2910	0.982444	0.900929	4792	0.971785
4bb08537-5c7e-4c03-8d9b-538c2c14db61	HTT	+	11	6.79221397842418	6.71776800082637	-4102.61001942396	6577	313	-	Targeting	+	1	3188	30	2979	60	298	2889	2761	0.955694	0.850323	3825	0.965252
4bbb0526-f261-4d80-bc9f-df8d1933c91c	HTT	+	24	6.97739630230403	6.12033963352628	-4152.05150454681	5453	381	-	Targeting	+	1	3188	31	3001	32	249	2938	2858	0.972771	0.887853	4517	0.974138
4bbc09b3-fb7f-4b23-9f50-2101fe4faf86	HTT	-	24	6.69452400231926	6.02592395064576	-5124.69430365938	24264	780	-	Targeting	-	1	3188	15	2995	29	236	2951	2898	0.98204	0.901119	4764	0.97586
4bd7e530-cf41-479e-81eb-a27c7e44766a	HTT	+	26	7.33500348772321	6.51668420441699	-4817.50628049313	6276	733	-	Targeting	+	1	2505	27	2363	46	214	2290	2239	0.977729	0.878039	3519	0.967878
4bed19b7-2024-4e06-b386-c7fcaf05faf7	HTT	+	25	6.72408333333333	6.86976055411912	-4415.50737019163	5477	762	-	Targeting	+	1	2443	28	2339	61	192	2250	2206	0.980444	0.881342	3510	0.895344
4bed94ac-0aab-4d4b-ba7c-14718c4badff	HTT	+	25	6.79355750789711	6.23916287771387	-3457.85319606596	6182	238	-	Targeting	+	1	3188	23	3014	46	242	2945	2872	0.975212	0.888339	4561	0.97291
4c070920-f432-4c10-bf5f-3420fdeed299	HTT	-	24	7.39941699512012	7.633935546875	-4078.47321017196	25309	641	-	Targeting	-	12	3188	0	2980	41	237	2939	2888	0.982647	0.897731	4700	0.975764
